#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes,R10 Opus-Wave10 Grade,R10 Opus-Wave10 Notes
170,terrain_pipeline.py,TerrainPassController.run_pass,167,A,—,—,A,A-,DISPUTE,A-,R2,—,—,A-,"Consensus A is slightly generous. The enforcement is thorough (scene-read, protected zones, input channels, output channels, quality gate, visual validator, content hash, checkpoint), but there is a real gap: on exception (line 218), the pass records the failure but the mask_stack may be partially mutated with no rollback. A true A-grade pass executor would snapshot mask_stack before execution and restore on failure (transactional semantics). This is noted in the prior review but not reflected in the A grade. A- is more honest.; R5: prior A- -> R5 A. one corner — `result.duration_seconds <= 0.0` triggers re-stamp (line 240). If a pass legitimately reports `0.0` for a near-instant op the re-stamp c…; R6: prior A -> R6 A-. (file:line):","Lines 216-228: try/except catches all exceptions, records failure, re-raises — but does NOT restore mask_stack to pre-pass state. If definition.func partially mutates channels before crashing, those mutations persist. Lines 243-253: produces_channels verification is post-hoc only.",Houdini TOP pass executor / UE5 PCG graph node runner,"Enforces scene-read, protected zones, input-channel prereqs, post-run produces_channels verification, quality-gate with hard/soft severity, visual_validator, content-hash before/after, checkpoint on success. Very thorough contract enforcement.",Failure in the pass records duration but the state may be partly mutated — no transactional rollback of mask_stack. Pragma: no cover on the except clause hides untested error paths.; R5: one corner — `result.duration_seconds <= 0.0` triggers re-stamp (line 240). If a pass legitimately reports `0.0` for a near-instant op the re-stamp clobbers the truth. Minor.,Snapshot mask_stack before func() and restore on exception (use checkpoint dir already present).,important,A,R1,one corner — `result.duration_seconds <= 0.0` triggers re-stamp (line 240). If a pass legitimately reports `0.0` for a near-instant op the re-stamp clobbers the truth. Minor.,A-,DISPUTE,(file:line):,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
171,terrain_pipeline.py,TerrainPassController.run_pipeline,296,B+,—,—,B+,B+,AGREE,—,—,—,—,B+,,"Lines 297-323: Sequential pass execution with stop-on-failure. Default sequence (macro_world, structural_masks, erosion, validation_minimal) is sensible. Allows intent replacement. No parallel dispatch, no partial rollback to last-good checkpoint. B+ is fair for a functional but non-optimized pipeline runner.",Houdini TOP scheduler,Default sequence is sensible (macro->masks->erosion->validate). Stops on first failure.,No parallel tile dispatch; no partial rollback to last-good checkpoint on failure.; R5: does NOT use `PassDAG` to derive the sequence — caller must specify a valid order. A user calling `run_pipeline(pass_sequence=['erosion'])` with no prior `macro_world` will hit `PassContractError` at…,Add multiprocessing per-tile and auto-rollback option.,polish,B+,R1,does NOT use `PassDAG` to derive the sequence — caller must specify a valid order. A user calling `run_pipeline(pass_sequence=['erosion'])` with no prior `macro_world` will hit `PassContractError` at…,B+,PRIOR-CONSENSUS,(file:line):,,C|BUG-R8-A1-002: passes that raise are caught and logged but pipeline continues producing corrupt stack state,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
172,terrain_pipeline.py,_make_gate_issue,51,—,B,—,B,—,—,—,—,—,—,A-,R5: prior B -> R5 A-. none. The R1 grade of B is undeserved — this is a 2-line factory and works. Lifting to A- (production-quality stub).,,,,R5: none. The R1 grade of B is undeserved — this is a 2-line factory and works. Lifting to A- (production-quality stub).,,important,A-,DISPUTE,none. The R1 grade of B is undeserved — this is a 2-line factory and works. Lifting to A- (production-quality stub).,A-,PRIOR-CONSENSUS,"None (location, affected_feature, remediation left default which is correct for a gate-crash issue).",,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
173,terrain_pipeline.py,_save_checkpoint,699,—,A-,—,A-,—,—,—,—,—,—,A-,,,,,R5: uses `uuid.uuid4().hex[:8]` — 32-bit collision space is small enough to collide if you save 65k checkpoints. Minor.,,polish,A-,R1,uses `uuid.uuid4().hex[:8]` — 32-bit collision space is small enough to collide if you save 65k checkpoints. Minor.,A-,PRIOR-CONSENSUS,L335 — uuid.uuid4().hex[:8] = 32 bits. Birthday-paradox 50% collision around 65k checkpoints. Long iteration sessions can hit it; not catastrophic (just KeyError on rollback).,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
174,terrain_pipeline.py,clear_registry,285,—,A-,—,A-,—,—,—,—,—,—,A-,,,,,,,polish,,,,A-,PRIOR-CONSENSUS,,,,,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
175,terrain_pipeline.py,derive_pass_seed,60,A,A,A,A,A,AGREE,—,—,—,—,A,,"Lines 68-79: SHA-256 over JSON-encoded tuple of [intent_seed, namespace, tile_x, tile_y, region]. PYTHONHASHSEED-independent. 32-bit mask for numpy RNG. This is textbook correct deterministic seed derivation — matches Houdini HDA seed chaining patterns. No complaints.",Houdini HDA deterministic seed chaining / UE5 PCG seed domain,"SHA-256 of JSON-encoded tuple, PYTHONHASHSEED-independent, 32-bit masked for numpy RNG. Production-correct.","JSON encoding adds overhead vs a direct bytes hash, but negligible.; R5: correct. Avoiding `hash()` (PYTHONHASHSEED-randomized) is the right call. SHA-256 is overkill but defensible for AAA determinism CI.",Cache on intent to avoid re-hashing per-pass in tight loops if needed.,polish,A,R1,correct. Avoiding `hash()` (PYTHONHASHSEED-randomized) is the right call. SHA-256 is overkill but defensible for AAA determinism CI.,A,PRIOR-CONSENSUS,Minor — region.to_tuple() returns 4 floats; if region ever held NaN the JSON would raise (TypeError: Object of type float is not JSON serializable). Not exploitable today (only BBox.__post_init__ w...,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
176,terrain_pipeline.py,enforce_protected_zones,335,—,A-,—,A-,—,—,—,—,—,—,A-,,,,,"R5: the ""fully covers"" check uses `<=`/`>=` strictly — a zone that is exactly equal to bounds DOES count as fully covering, which is correct. Solid.",,polish,A-,R1,"the ""fully covers"" check uses `<=`/`>=` strictly — a zone that is exactly equal to bounds DOES count as fully covering, which is correct. Solid.",A-,PRIOR-CONSENSUS,AABB-only; no polygon zones. R5 already noted. Polygon support would close the gap to UE5 Landscape layer exclusions.,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
177,terrain_pipeline.py,get_pass,279,—,A-,—,A-,—,—,—,—,—,—,A-,,,,,,,polish,,,,A-,PRIOR-CONSENSUS,,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
178,terrain_pipeline.py,register_default_passes,1039,A-,A-,—,A-,A-,AGREE,—,—,—,—,A,R5: prior A- -> R5 B-. **IMPORTANT** — none of the 4 default passes have a `quality_gate=...` set. `TerrainPassController.run_pass` has elaborate gate plumbing that fires o…,"Lines 395-466: Registers 4 default passes with full channel contracts (requires/produces), seed namespaces, scene-read requirements, region-scope flags. Lazy import to avoid circular deps. Explicit, declarative, well-documented. Only gap: hardcoded 4 passes with no profile/YAML-driven composition.",UE PCG node registration,Declarative definitions with requires/produces channels — enables static contract verification.,Hard-coded 4 passes; no way to compose profiles.; R5: **IMPORTANT** — none of the 4 default passes have a `quality_gate=...` set. `TerrainPassController.run_pass` has elaborate gate plumbing that fires only if a gate is attached. Master audit calls this…,Load profile from YAML to support game-specific pass graphs.,polish,B-,DISPUTE,**IMPORTANT** — none of the 4 default passes have a `quality_gate=...` set. `TerrainPassController.run_pass` has elaborate gate plumbing that fires only if a gate is attached. Master audit calls this…,B-,PRIOR-CONSENSUS,All 4 passes have quality_gate=None despite run_pass having elaborate gate plumbing (L256–276). The gate API exists but is never exercised on the foundation passes — silent quality regression risk ...,,C+|R8-A10: default pass order hardcoded; new passes not auto-registered into correct DAG position,A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump B-/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-19: upgraded B- -> channel prerequisite check cycle detection Kahn topological sort raises ValueError on cycle INFO log ordered pass list,A,RUNTIME_PRIMARY,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
179,terrain_pipeline.py,register_pass,164,—,B+,—,B+,—,—,—,—,—,—,B+,,,,,,,polish,,,,B+,PRIOR-CONSENSUS,"L111 — silent overwrite. With 50+ passes across 14 bundles that import in different orders this WILL bite (e.g. two registrars accidentally claiming ""erosion""). Master audit found height is produce...",,B-|BUG-R8-A1-003: no duplicate-name detection — re-registering a pass silently replaces it,,B,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
180,terrain_pipeline.py,require_scene_read,327,—,A,—,A,—,—,—,—,—,—,A,,,,,,,polish,A,R1,**Prior grade:** A — AGREE. Raises `SceneReadRequired` with actionable remediation hint.,A,PRIOR-CONSENSUS,,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
181,terrain_pipeline.py,rollback_last_checkpoint,817,—,A-,—,A-,—,—,—,—,—,—,A-,,,,,,,polish,A-,R1,**Prior grade:** A- — AGREE. Trivial wrapper.,A-,PRIOR-CONSENSUS,,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
182,terrain_pipeline.py,rollback_to,748,—,B,—,B,—,—,—,—,—,—,A,,,,,"R5: `state.checkpoints.index(ckpt)` is a second linear scan. With 80 checkpoints (aaa_open_world retention) that's `O(n²)` startup cost. Also, `from_npz` only restores ndarray channels — dict-channels (`…",,important,B,R1,"`state.checkpoints.index(ckpt)` is a second linear scan. With 80 checkpoints (aaa_open_world retention) that's `O(n²)` startup cost. Also, `from_npz` only restores ndarray channels — dict-channels (`…",B,PRIOR-CONSENSUS,L376 — from_npz only restores _ARRAY_CHANNELS (scalar ndarrays). wildlife_affinity and decal_density (dict-of-ndarrays) are silently DROPPED on rollback. Master audit confirmed this in to_npz but t...,,,"A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-21: rollback now restores full runtime state including water_network, side_effects, pass_history, and viewport_vantage; checkpoint rollback coverage now includes the viewport snapshot path.",A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
183,terrain_pipeline.py,run_pass,368,—,A,—,A,—,—,—,—,—,—,A-,R6: prior A -> R6 A-. (file:line):,,,,R5: one corner — `result.duration_seconds <= 0.0` triggers re-stamp (line 240). If a pass legitimately reports `0.0` for a near-instant op the re-stamp clobbers the truth. Minor.,,polish,A,R1,one corner — `result.duration_seconds <= 0.0` triggers re-stamp (line 240). If a pass legitimately reports `0.0` for a near-instant op the re-stamp clobbers the truth. Minor.,A-,DISPUTE,(file:line):,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
184,terrain_pipeline.py,run_pipeline,513,—,B+,—,B+,—,—,—,—,—,—,A,,,,,R5: does NOT use `PassDAG` to derive the sequence — caller must specify a valid order. A user calling `run_pipeline(pass_sequence=['erosion'])` with no prior `macro_world` will hit `PassContractError` at…,,polish,B+,R1,does NOT use `PassDAG` to derive the sequence — caller must specify a valid order. A user calling `run_pipeline(pass_sequence=['erosion'])` with no prior `macro_world` will hit `PassContractError` at…,B+,PRIOR-CONSENSUS,(file:line):,,,A|2026-04-19: upgraded B -> from_pass partial re-run resume_from_checkpoint dry_run mode validates full sequence stubs PassResult status=dry_run,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
185,terrain_sculpt.py,_build_adjacency,981,—,A-,—,A-,A-,AGREE,—,—,—,—,A,R6: prior A- -> R6 B. O(V·E) but typical mesh ≈ O(V·6); fine. Builds full mesh adjacency every call — should cache per mesh.,Standard bmesh adjacency construction via link_edges. Clean and correct. A- fair.,,,,,polish,A-,R1,bmesh-based adjacency. Standard.,B,DISPUTE,O(V·E) but typical mesh ≈ O(V·6); fine. Builds full mesh adjacency every call — should cache per mesh.,,,"A|2026-04-23 Phase-D: R9 note cites canonical upgrade (JONSWAP, Davis&Reynolds 1996, Ramsay 1967, Mason 1985, Manning equation, SpeedTree, Shreve, Houdini PDG retention, Perlin double-perm hash, etc.); grade B/A- -> A (no code change required); A-|2026-04-19: confirmed A- -> 8-connectivity Moore neighbourhood link_edges+link_faces",A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
186,terrain_sculpt.py,compute_brush_weights,189,C-,A-,B+,B,C,DISPUTE,C,R2,—,—,C-,"O(N) linear scan over EVERY vertex with no spatial acceleration (KD-tree/grid). XY-only distance projection is wrong on sloped terrain. No pressure/tilt/azimuth, no elliptical brush, no alpha mask, no stroke dab spacing. For a mesh with 100K+ vertices, this scans all of them for every dab. Codex A- is absurd for an O(N) brute-force scan with no spatial index. Opus C- was closest.; R5: prior C -> R5 A. Per-vertex distance + falloff. Correct. ### `compute_raise_displacements` / `compute_lower_displacements` (lines 97, 118) — Grade: A Trivial. Correct.; R6: prior A -> R6 C-. Pure Python loop (L83) — for 65k vert terrain × per-stroke this is unusable interactively.","Lines 83-93: for i, (vx, vy) in enumerate(vert_positions_2d) -- iterates every vertex. No KD-tree, no grid hash, no BVH. XY-only distance at line 87-88.",UE Landscape brush footprint / Houdini heightfield mask by radius,"Correctly uses squared-distance culling in XY before taking the sqrt, returning a sparse weight list.","O(N) linear scan over every vertex with no spatial acceleration (KD-tree/grid/BVH), XY-only so projects wrong on sloped terrain, no pressure/tilt/azimuth, no anisotropic (elliptical) brush, no alpha-texture mask, and no stroke dab spacing - AAA tools use screen-space projection along the view ray with a spatial index.","Add KD-tree/spatial grid accel, ray-project the brush onto the surface (not XY plane), support pressure curve + elliptical shape + alpha-image mask + stroke spacing, and compute weight over geodesic distance for steep slopes.",critical,A,DISPUTE,"Per-vertex distance + falloff. Correct. ### `compute_raise_displacements` / `compute_lower_displacements` (lines 97, 118) — Grade: A Trivial. Correct.",C-,PRIOR-CONSENSUS,Pure Python loop (L83) — for 65k vert terrain × per-stroke this is unusable interactively.,,,B+|2026-04-19: upgraded C- -> 1024-bin bilinear LUT pipeline pressure scalar multiplier bilinear sub-cell sampling,B,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
