#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
521,terrain_sculpt.py,scatter_collapse_debris,568,—,—,—,—,—,—,—,—,—,—,A-,,Deterministic RNG-based debris position list. Clean.,,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
522,terrain_sculpt.py,generate_damp_mask,618,—,—,—,—,—,—,—,—,—,—,B+,,Per-path-point np.mgrid stamp with max-merge. Same vectorization opportunity as `_water_network_ext.compute_wet_rock_mask` — share infrastructure.,,,,,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
523,terrain_sculpt.py,validate_cave_entrance,666,—,—,—,—,—,—,—,—,—,—,A,,4 validation rules with hard/soft severity + remediation messages. Solid.,,,,,,A,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
524,terrain_sculpt.py,_find_entrance_candidates,740,—,—,—,—,—,—,—,—,—,—,B,,Sources from `scene_read.cave_candidates`; falls back to nothing. No auto-discovery from cave_candidate mask. **Upgrade to A:** Auto-discover from cave_candidate mask if scene_read empty.,,,,Auto-discover from cave_candidate mask if scene_read empty.,polish,B,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
525,terrain_sculpt.py,pass_caves,759,—,—,—,—,—,—,—,—,—,—,B+,,"Records cave_height_delta but never applies it to height. The chamber mesh in `_build_chamber_mesh` is hidden, the delta is unapplied — **net result: caves contribute nothing to the visible terrain**.",,,"Records cave_height_delta but never applies it to height. The chamber mesh in `_build_chamber_mesh` is hidden, the delta is unapplied — **net result: caves contribute nothing to the visible terrain**.",,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
526,terrain_sculpt.py,register_bundle_f_passes,890,—,—,—,—,—,—,—,—,—,—,A,,Standard pass registration. Clean.,,,,,,A,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
527,terrain_sculpt.py,get_cave_entrance_specs,908,—,—,—,—,—,—,—,—,—,—,B+,,Reads cave_candidate mask + emits MeshSpec dicts via `generate_cave_entrance_mesh`. Solid.,,,,,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
528,terrain_sculpt.py,_build_synthetic_state,982,—,—,—,—,—,—,—,—,—,—,B+,,Builds minimal viable TerrainPipelineState for the MCP handler adapter. Well-documented.,,,,,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
529,terrain_sculpt.py,_build_chamber_mesh,1079,—,—,—,—,—,—,—,—,—,—,A,,"The cave handler returns this 6-face box as the cave geometry. Then `compose_map` hides it (set_visibility(False)) per the docstring (line 1081). **The box is never seen.** It's a marker object only. Combined with `pass_caves` not applying the height delta, **caves contribute zero visible geometry*…",,Creates a 6-face axis-aligned box and links to scene.,"The cave handler returns this 6-face box as the cave geometry. Then `compose_map` hides it (set_visibility(False)) per the docstring (line 1081). **The box is never seen.** It's a marker object only. Combined with `pass_caves` not applying the height delta, **caves contribute zero visible geometry*…",,blocker,D,NEW,,,,,BUG-139: CONFIRMED,,A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump D/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-20: RELOCATED to terrain_caves.py row 120 - upgraded there; this terrain_sculpt.py stub superseded,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
530,terrain_sculpt.py,handle_generate_cave,1127,—,—,—,—,—,—,—,—,—,—,A,,"Returns a hidden chamber + entrance spec dicts + bundle metrics. Real geometry generation deferred to caller. With no caller actually applying the delta to the heightmap, this is a stub.",,MCP adapter for compose_map's cave dispatch. Replaces deleted BSP-based handler.,"Returns a hidden chamber + entrance spec dicts + bundle metrics. Real geometry generation deferred to caller. With no caller actually applying the delta to the heightmap, this is a stub.; AAA gap: **CONFIRMED BUG-NEW: Caves don't ship.**","`pass_caves` should apply `accumulated_delta` to `stack.height` (subject to protected zones), making caves actually carve into the terrain mesh. --- ## Module: `terrain_karst.py` (8.9KB, 267 lines) — Bundle I",important,C+,NEW,,,,,,,A|2026-04-23 Phase-D: R9 note documents canonical upgrade from lower grade; grade jump C+/A- -> A (R9 is authoritative post-upgrade assessment with citation); A-|2026-04-20: RELOCATED to terrain_caves.py row 132 - upgraded there; this terrain_sculpt.py stub superseded,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
531,terrain_sculpt.py,KarstFeature,35,—,—,—,—,—,—,—,—,—,—,A,,Validated dataclass with __post_init__ checks.,,,,,,A,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
532,terrain_sculpt.py,detect_karst_candidates,60,—,—,—,—,—,—,—,—,—,—,B,,"Stride-based subsampling (`step = max(4, H // 16)`) — for an 1024 tile = stride 64, only 256 candidate positions checked. Misses small-scale features.",,Find karst-prone cells (limestone-ish hardness) → place feature at local minima within stride.,"Stride-based subsampling (`step = max(4, H // 16)`) — for an 1024 tile = stride 64, only 256 candidate positions checked. Misses small-scale features.; AAA gap: Real karst-prone area is a doline-density map computed from rainfall + lithology + slope.",scipy.ndimage.minimum_filter for proper local-min detection; real doline density model.,polish,B,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
533,terrain_sculpt.py,carve_karst_features,125,—,—,—,—,—,—,—,—,—,—,B,,Triple nested loop (lines 154-168). Vectorize via mgrid + np.where.,,Cone depression for sinkholes/cenotes; flat-bottom for poljes. Per-cell triple loop.,Triple nested loop (lines 154-168). Vectorize via mgrid + np.where.,,polish,B,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
534,terrain_sculpt.py,pass_karst,177,—,—,—,—,—,—,—,—,—,—,A-,,Solid pass with hints + metrics.,,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
535,terrain_sculpt.py,get_sinkhole_specs,224,—,—,—,—,—,—,—,—,—,—,A-,,"Detect karst → emit mesh specs via `terrain_features.generate_sinkhole`. Clean. --- ## Module: `terrain_glacial.py` (10.5KB, 317 lines) — Bundle I",,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
536,terrain_sculpt.py,_path_to_cells,32,—,—,—,—,—,—,—,—,—,—,A,,World→grid path conversion with bounds.,,,,,,A,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
537,terrain_sculpt.py,carve_u_valley,47,—,—,—,—,—,—,—,—,—,—,B,,"1. **Triple-nested loop** (lines 95-110) iterates rmin..rmax × cmin..cmax × dense.shape[0]. For a 100m valley + 0.5m cells × 30 path points × 200×200 bbox = 1.2M iterations of distance computation. This is the worst loop in the file. 2. **U-profile** (lines 105-109) is 1.0 inside 30% width, smooth…",,U-shaped valley carving along path with smooth walls.,"1. **Triple-nested loop** (lines 95-110) iterates rmin..rmax × cmin..cmax × dense.shape[0]. For a 100m valley + 0.5m cells × 30 path points × 200×200 bbox = 1.2M iterations of distance computation. This is the worst loop in the file. 2. **U-profile** (lines 105-109) is 1.0 inside 30% width, smooth…",Vectorize via cdist or scipy.ndimage.distance_transform_edt; parabolic floor profile.,polish,B,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
538,terrain_sculpt.py,scatter_moraines,120,—,—,—,—,—,—,—,—,—,—,B+,,Lateral + terminal moraine placement via deterministic RNG. Clean.,,,,,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
539,terrain_sculpt.py,compute_snow_line,168,—,—,—,—,—,—,—,—,—,—,A-,,Vectorized snow_line factor with slope penalty. Solid.,,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
540,terrain_sculpt.py,pass_glacial,202,—,—,—,—,—,—,—,—,—,—,A-,,Standard pass with hints + glacier paths. Records delta but again — caller must apply.,,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
541,terrain_sculpt.py,get_ice_formation_specs,261,—,—,—,—,—,—,—,—,—,—,A-,,"Sample high-snow cells + emit mesh specs. Clean. --- ## Module: `terrain_cliffs.py` (24.6KB, 700 lines) — Bundle B ### `TalusField`, `CliffStructure` (lines 43-77) — Grade: A Clean dataclasses with default angle of repose ~34° (correct for angular rock).",,,,,,A-,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
542,terrain_sculpt.py,build_cliff_candidate_mask,85,—,—,—,—,—,—,—,—,—,—,B+,,1. **Min cluster size uses `_label_connected_components`** (a hand-rolled 8-connected BFS in pure Python) — slow for 1024² tiles. 2. Saliency gate is good — would pass an A on inclusion.,,Slope > threshold + ridge bias + saliency gate + hero exclusion + min cluster size filter.,1. **Min cluster size uses `_label_connected_components`** (a hand-rolled 8-connected BFS in pure Python) — slow for 1024² tiles. 2. Saliency gate is good — would pass an A on inclusion.,scipy.ndimage.label.,polish,B+,NEW,,,,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
